usec	Time_Of_Day_Seconds	Package	Die	L3	Node	Core	CPU	APIC	X2APIC	Avg_MHz	Busy%	Bzy_MHz	TSC_MHz	IPC	IRQ	NMI	SMI	CorWatt	PkgWatt
29992	1762438368.938722	-	-	-	-	-	-	-	-	3468	80.63	4301	3851	0.44	379494	23	0	202.92	454.54
   37	1762438368.911779	0	0	0	0	0	0	0	0	3519	81.84	4300	3850	0.28	6174	0	0	3.10	228.88
   11	1762438368.917223	0	3	12	2	50	18	50	50	3444	80.10	4300	3850	0.60	6127	0	0	3.40
   10	1762438368.917250	0	3	12	2	51	19	51	51	3392	78.89	4300	3850	0.56	6229	0	0	3.34
   26	1762438368.917306	0	7	28	2	112	20	112	112	3419	79.52	4300	3850	0.55	6502	1	0	3.23
   11	1762438368.917339	0	7	28	2	113	21	113	113	3388	78.79	4300	3850	0.54	6328	0	0	3.20
   10	1762438368.917380	0	7	28	2	114	22	114	114	3011	70.03	4300	3850	0.58	6154	0	0	3.07
    9	1762438368.917460	0	7	28	2	115	23	115	115	2983	69.38	4300	3850	0.55	5964	0	0	3.04
   23	1762438368.917519	0	1	4	3	16	24	16	16	3273	76.11	4300	3850	0.59	5894	0	0	3.24
   11	1762438368.917718	0	1	4	3	17	25	17	17	3402	79.13	4300	3850	0.61	5905	0	0	3.35
   11	1762438368.917770	0	1	4	3	18	26	18	18	3354	78.01	4300	3850	0.60	6135	0	0	3.30
   11	1762438368.917798	0	1	4	3	19	27	19	19	3381	78.64	4300	3850	0.61	5884	0	0	3.34
   31	1762438368.918019	0	5	20	3	80	28	80	80	3368	78.33	4300	3850	0.51	6078	1	0	3.09
   12	1762438368.918174	0	5	20	3	81	29	81	81	3314	77.08	4300	3850	0.54	6044	1	0	3.07
   11	1762438368.918718	0	5	20	3	82	30	82	82	3449	80.20	4300	3850	0.28	5411	0	0	2.96
    9	1762438368.919712	0	5	20	3	83	31	83	83	3269	76.02	4300	3850	0.26	5053	1	0	2.85
   18	1762438368.919988	1	8	32	4	0	32	128	128	3507	81.56	4300	3850	0.55	6121	1	0	3.33	225.39
    9	1762438368.920019	1	8	32	4	1	33	129	129	3478	80.88	4300	3850	0.55	6170	0	0	3.27
   10	1762438368.920045	1	8	32	4	2	34	130	130	3474	80.80	4300	3850	0.55	6139	1	0	3.28
   10	1762438368.920070	1	8	32	4	3	35	131	131	3463	80.52	4300	3850	0.56	6160	0	0	3.27
   18	1762438368.920115	1	12	48	4	64	36	192	192	3503	81.48	4300	3850	0.54	6285	1	0	3.29
    9	1762438368.920156	1	12	48	4	65	37	193	193	3504	81.48	4300	3850	0.55	6278	0	0	3.28
   11	1762438368.920185	1	12	48	4	66	38	194	194	3533	82.16	4300	3850	0.56	6031	0	0	3.31
    8	1762438368.920229	1	12	48	4	67	39	195	195	3573	83.10	4300	3850	0.55	6232	1	0	3.35
   24	1762438368.920743	1	10	40	5	32	40	160	160	3503	81.48	4300	3850	0.53	6061	1	0	3.27
   21	1762438368.921734	1	10	40	5	33	41	161	161	3450	80.23	4300	3850	0.55	6086	0	0	3.26
   14	1762438368.922722	1	10	40	5	34	42	162	162	3536	82.24	4300	3850	0.55	6273	1	0	3.32
   16	1762438368.923724	1	10	40	5	35	43	163	163	3591	83.51	4300	3850	0.58	6184	0	0	3.40
   42	1762438368.924763	1	14	56	5	96	44	224	224	3486	81.08	4300	3850	0.54	6242	1	0	3.31
   19	1762438368.924812	1	14	56	5	97	45	225	225	3492	81.20	4300	3850	0.55	6077	0	0	3.32
   13	1762438368.925009	1	14	56	5	98	46	226	226	3573	83.10	4300	3850	0.59	6202	0	0	3.41
   15	1762438368.925722	1	14	56	5	99	47	227	227	3507	81.57	4300	3850	0.54	6279	0	0	3.32
   31	1762438368.925797	1	11	44	6	48	48	176	176	3633	84.49	4300	3850	0.27	5580	1	0	3.03
   13	1762438368.926008	1	11	44	6	49	49	177	177	3610	83.95	4300	3850	0.26	5547	0	0	3.01
   17	1762438368.926726	1	11	44	6	50	50	178	178	3634	84.52	4300	3850	0.27	5638	0	0	3.03
   15	1762438368.927729	1	11	44	6	51	51	179	179	3707	86.21	4300	3850	0.29	5736	1	0	3.11
   40	1762438368.928761	1	15	60	6	112	52	240	240	3653	84.96	4300	3850	0.28	5588	1	0	3.11
   26	1762438368.929743	1	15	60	6	113	53	241	241	3624	84.29	4300	3850	0.27	5564	1	0	3.09
   15	1762438368.930726	1	15	60	6	114	54	242	242	3710	86.28	4300	3850	0.29	5622	0	0	3.14
   15	1762438368.931724	1	15	60	6	115	55	243	243	3603	83.79	4300	3850	0.26	5394	0	0	3.06
   39	1762438368.932791	1	9	36	7	16	56	144	144	3683	85.64	4300	3850	0.28	5585	1	0	3.11
   26	1762438368.933741	1	9	36	7	17	57	145	145	3648	84.84	4300	3850	0.26	5531	0	0	3.06
   30	1762438368.934742	1	9	36	7	18	58	146	146	3620	84.19	4300	3850	0.26	5613	0	0	3.05
   26	1762438368.935745	1	9	36	7	19	59	147	147	3707	86.20	4300	3850	0.29	5556	0	0	3.13
   42	1762438368.936773	1	13	52	7	80	60	208	208	3634	84.51	4300	3850	0.27	5595	1	0	3.06
   29	1762438368.937749	1	13	52	7	81	61	209	209	3685	85.71	4300	3850	0.28	5545	0	0	3.11
   30	1762438368.938611	1	13	52	7	82	62	210	210	3621	84.22	4300	3850	0.26	5577	0	0	3.04
   16	1762438368.938722	1	13	52	7	83	63	211	211	3632	84.48	4300	3850	0.27	5570	0	0	3.06
