usec	Time_Of_Day_Seconds	Package	Die	L3	Node	Core	CPU	APIC	X2APIC	Avg_MHz	Busy%	Bzy_MHz	TSC_MHz	IPC	IRQ	NMI	SMI	CorWatt	PkgWatt
13577	1762434362.141368	-	-	-	-	-	-	-	-	1	0.02	2834	2596	0.68	5138	0	0	23.89	181.56
    7	1762434362.138959	0	0	0	0	0	0	0	0	3	0.09	2888	2595	0.34	80	0	0	0.16	89.68
    4	1762434362.139874	0	0	11	2	46	46	46	46	0	0.00	2902	2595	0.38	5	0	0	0.16
    4	1762434362.139888	0	0	11	2	47	47	47	47	0	0.00	2925	2595	0.37	5	0	0	0.17
    6	1762434362.139912	0	0	12	3	48	48	48	48	0	0.01	2972	2595	0.28	24	0	0	0.21
    4	1762434362.139929	0	0	12	3	49	49	49	49	0	0.00	2880	2595	0.33	7	0	0	0.21
    3	1762434362.139944	0	0	12	3	50	50	50	50	0	0.01	2604	2595	0.36	7	0	0	0.21
    4	1762434362.139959	0	0	12	3	51	51	51	51	0	0.00	2911	2595	0.34	7	0	0	0.21
    6	1762434362.139979	0	0	13	3	52	52	52	52	0	0.01	2928	2595	0.28	7	0	0	0.21
    3	1762434362.139994	0	0	13	3	53	53	53	53	0	0.00	2924	2595	0.35	7	0	0	0.21
    3	1762434362.140009	0	0	13	3	54	54	54	54	0	0.00	2803	2595	0.35	6	0	0	0.21
    4	1762434362.140023	0	0	13	3	55	55	55	55	0	0.00	2896	2595	0.34	6	0	0	0.21
    6	1762434362.140045	0	0	14	3	56	56	56	56	0	0.01	2791	2595	0.27	6	0	0	0.19
    4	1762434362.140061	0	0	14	3	57	57	57	57	0	0.01	2800	2595	0.37	7	0	0	0.19
    3	1762434362.140076	0	0	14	3	58	58	58	58	0	0.00	2805	2595	0.34	7	0	0	0.19
    4	1762434362.140092	0	0	14	3	59	59	59	59	0	0.00	2766	2595	0.34	7	0	0	0.19
    5	1762434362.140113	0	0	15	3	60	60	60	60	0	0.00	2893	2595	0.30	6	0	0	0.19
    5	1762434362.140131	0	0	15	3	61	61	61	61	2	0.09	2639	2595	0.33	200	0	0	0.19
    5	1762434362.140149	0	0	15	3	62	62	62	62	2	0.06	2724	2595	0.31	138	0	0	0.19
    6	1762434362.140167	0	0	15	3	63	63	63	63	1	0.05	2609	2595	0.33	106	0	0	0.19
    8	1762434362.140197	1	1	16	4	0	64	64	64	0	0.01	2904	2595	0.24	5	0	0	0.24	91.81
    4	1762434362.140215	1	1	16	4	1	65	65	65	0	0.00	2793	2595	0.34	5	0	0	0.24
    5	1762434362.140231	1	1	16	4	2	66	66	66	0	0.00	2690	2595	0.38	5	0	0	0.24
    4	1762434362.140246	1	1	16	4	3	67	67	67	0	0.00	2695	2595	0.38	5	0	0	0.24
    6	1762434362.140279	1	1	17	4	4	68	68	68	0	0.01	2356	2595	0.29	5	0	0	0.24
    4	1762434362.140299	1	1	17	4	5	69	69	69	0	0.00	2857	2595	0.33	5	0	0	0.24
    4	1762434362.140315	1	1	17	4	6	70	70	70	0	0.00	2805	2595	0.38	5	0	0	0.24
    5	1762434362.140332	1	1	17	4	7	71	71	71	0	0.00	2938	2595	0.36	5	0	0	0.23
    6	1762434362.140355	1	1	18	4	8	72	72	72	0	0.01	2879	2595	0.25	5	0	0	0.17
    4	1762434362.140373	1	1	18	4	9	73	73	73	0	0.00	2736	2595	0.34	5	0	0	0.17
    4	1762434362.140388	1	1	18	4	10	74	74	74	0	0.00	2335	2595	0.41	5	0	0	0.17
    4	1762434362.140403	1	1	18	4	11	75	75	75	0	0.00	3058	2595	0.32	5	0	0	0.17
    6	1762434362.140427	1	1	19	4	12	76	76	76	0	0.01	2414	2595	0.31	9	0	0	0.17
    5	1762434362.140446	1	1	19	4	13	77	77	77	0	0.00	2895	2595	0.34	5	0	0	0.17
    5	1762434362.140462	1	1	19	4	14	78	78	78	0	0.01	2581	2595	0.34	10	0	0	0.17
    6	1762434362.140479	1	1	19	4	15	79	79	79	1	0.03	2608	2595	0.32	86	0	0	0.17
    6	1762434362.140505	1	1	20	5	16	80	80	80	0	0.01	2581	2595	0.28	17	0	0	0.18
    4	1762434362.140523	1	1	20	5	17	81	81	81	0	0.01	3152	2595	0.10	9	0	0	0.18
    4	1762434362.140537	1	1	20	5	18	82	82	82	0	0.01	2878	2595	0.29	34	0	0	0.18
    4	1762434362.140552	1	1	20	5	19	83	83	83	0	0.00	2960	2595	0.33	9	0	0	0.18
    5	1762434362.140574	1	1	21	5	20	84	84	84	0	0.01	2904	2595	0.22	8	0	0	0.18
    3	1762434362.140591	1	1	21	5	21	85	85	85	0	0.00	2413	2595	0.34	7	0	0	0.18
    3	1762434362.140605	1	1	21	5	22	86	86	86	0	0.00	2981	2595	0.32	7	0	0	0.18
    3	1762434362.140620	1	1	21	5	23	87	87	87	0	0.01	2944	2595	0.29	10	0	0	0.18
    7	1762434362.140646	1	1	22	5	24	88	88	88	3	0.10	3033	2595	0.87	144	0	0	0.18
    4	1762434362.140665	1	1	22	5	25	89	89	89	1	0.04	2751	2595	0.27	139	0	0	0.18
    4	1762434362.140681	1	1	22	5	26	90	90	90	1	0.02	2652	2595	0.27	85	0	0	0.18
    4	1762434362.140696	1	1	22	5	27	91	91	91	1	0.03	2669	2595	0.30	86	0	0	0.18
    7	1762434362.140722	1	1	23	5	28	92	92	92	1	0.05	2659	2595	0.28	122	0	0	0.18
    5	1762434362.140741	1	1	23	5	29	93	93	93	0	0.01	2741	2595	0.31	32	0	0	0.18
    4	1762434362.140755	1	1	23	5	30	94	94	94	0	0.01	3005	2595	0.33	26	0	0	0.18
    4	1762434362.140770	1	1	23	5	31	95	95	95	0	0.01	2713	2595	0.31	18	0	0	0.18
    6	1762434362.140796	1	1	24	6	32	96	96	96	0	0.01	2368	2595	0.30	15	0	0	0.21
    3	1762434362.140812	1	1	24	6	33	97	97	97	0	0.01	2463	2595	0.29	30	0	0	0.21
    4	1762434362.140827	1	1	24	6	34	98	98	98	0	0.01	2681	2595	0.24	36	0	0	0.21
    4	1762434362.140842	1	1	24	6	35	99	99	99	0	0.01	2861	2595	0.30	20	0	0	0.22
    7	1762434362.140867	1	1	25	6	36	100	100	100	2	0.07	2731	2595	0.35	193	0	0	0.21
    5	1762434362.140886	1	1	25	6	37	101	101	101	1	0.05	2452	2595	0.47	119	0	0	0.21
    5	1762434362.140904	1	1	25	6	38	102	102	102	1	0.05	2785	2595	0.31	153	0	0	0.21
    4	1762434362.140921	1	1	25	6	39	103	103	103	1	0.04	2725	2595	0.25	149	0	0	0.22
    6	1762434362.140945	1	1	26	6	40	104	104	104	0	0.02	2661	2595	0.28	51	0	0	0.16
    4	1762434362.140962	1	1	26	6	41	105	105	105	0	0.01	2690	2595	0.25	47	0	0	0.16
    5	1762434362.140979	1	1	26	6	42	106	106	106	3	0.10	2725	2595	0.42	139	0	0	0.16
    5	1762434362.140997	1	1	26	6	43	107	107	107	1	0.03	2696	2595	0.34	89	0	0	0.16
    6	1762434362.141020	1	1	27	6	44	108	108	108	0	0.02	2660	2595	0.27	51	0	0	0.16
    4	1762434362.141036	1	1	27	6	45	109	109	109	0	0.01	2676	2595	0.27	50	0	0	0.16
    5	1762434362.141053	1	1	27	6	46	110	110	110	9	0.27	3153	2595	1.54	80	0	0	0.18
    4	1762434362.141070	1	1	27	6	47	111	111	111	0	0.01	2645	2595	0.28	51	0	0	0.17
    6	1762434362.141095	1	1	28	7	48	112	112	112	0	0.01	2926	2595	0.24	5	0	0	0.19
    4	1762434362.141110	1	1	28	7	49	113	113	113	0	0.00	2849	2595	0.36	6	0	0	0.19
    3	1762434362.141123	1	1	28	7	50	114	114	114	0	0.01	2824	2595	0.31	14	0	0	0.19
    3	1762434362.141137	1	1	28	7	51	115	115	115	0	0.00	3008	2595	0.33	5	0	0	0.18
    6	1762434362.141160	1	1	29	7	52	116	116	116	0	0.02	2550	2595	0.29	43	0	0	0.19
    3	1762434362.141176	1	1	29	7	53	117	117	117	0	0.00	2824	2595	0.33	5	0	0	0.18
    3	1762434362.141189	1	1	29	7	54	118	118	118	0	0.00	2590	2595	0.36	6	0	0	0.19
    4	1762434362.141203	1	1	29	7	55	119	119	119	0	0.01	2661	2595	0.28	16	0	0	0.19
    6	1762434362.141225	1	1	30	7	56	120	120	120	0	0.01	2891	2595	0.24	4	0	0	0.19
    4	1762434362.141242	1	1	30	7	57	121	121	121	0	0.02	2476	2595	0.29	43	0	0	0.18
    3	1762434362.141262	1	1	30	7	58	122	122	122	0	0.01	2613	2595	0.29	16	0	0	0.18
    4	1762434362.141277	1	1	30	7	59	123	123	123	0	0.01	2796	2595	0.33	18	0	0	0.18
    7	1762434362.141302	1	1	31	7	60	124	124	124	0	0.01	2586	2595	0.26	14	0	0	0.18
    4	1762434362.141324	1	1	31	7	61	125	125	125	0	0.01	3075	2595	0.28	25	0	0	0.18
    7	1762434362.141346	1	1	31	7	62	126	126	126	0	0.01	2820	2595	0.28	28	0	0	0.18
    5	1762434362.141368	1	1	31	7	63	127	127	127	8	0.26	3054	2595	2.09	81	0	0	0.18
